CALON LEGISLATIF,KABUPATEN,KECAMATAN,SUARA
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,INUMAN,71
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,KUANTAN HILIR,88
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,58
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,KUANTAN MUDIK,230
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,KUANTAN TENGAH,78
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,LOGAS TANAH DARAT,579
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,PANGEAN,252
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,PUCUK RANTAU,111
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,SENTAJO RAYA,324
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,SINGINGI,312
"ALPASIRIN, S.I.P., M.I.P.",KUANTAN SINGINGI,SINGINGI HILIR,383
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,BANDAR PETALANGAN,385
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,BANDAR SEI KIJANG,199
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,BUNUT,311
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,KERUMUTAN,638
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,KUALA KAMPAR,463
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,LANGGAM,323
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,PANGKALAN KERINCI,570
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,PANGKALAN KURAS,"1,343"
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,PANGKALAN LESUNG,300
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,PELALAWAN,312
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,TELUK MERANTI,400
"ALPASIRIN, S.I.P., M.I.P.",PELALAWAN,UKUI,532
"ALPASIRIN, S.I.P., M.I.P.",SIAK,BUNGA RAYA,6
"ALPASIRIN, S.I.P., M.I.P.",SIAK,DAYUN,304
"ALPASIRIN, S.I.P., M.I.P.",SIAK,KANDIS,159
"ALPASIRIN, S.I.P., M.I.P.",SIAK,KERINCI KANAN,502
"ALPASIRIN, S.I.P., M.I.P.",SIAK,KOTO GASIB,19
"ALPASIRIN, S.I.P., M.I.P.",SIAK,LUBUK DALAM,214
"ALPASIRIN, S.I.P., M.I.P.",SIAK,MEMPURA,98
"ALPASIRIN, S.I.P., M.I.P.",SIAK,MINAS,438
"ALPASIRIN, S.I.P., M.I.P.",SIAK,PUSAKO,55
"ALPASIRIN, S.I.P., M.I.P.",SIAK,SABAK AUH,24
"ALPASIRIN, S.I.P., M.I.P.",SIAK,SIAK,225
"ALPASIRIN, S.I.P., M.I.P.",SIAK,SUNGAI APIT,396
"ALPASIRIN, S.I.P., M.I.P.",SIAK,SUNGAI MANDAU,115
"ALPASIRIN, S.I.P., M.I.P.",SIAK,TUALANG,317
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,MERBAU,350
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,PULAUMERBAU,323
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,RANGSANG,669
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,RANGSANG BARAT,331
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,RANGSANG PESISIR,590
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,TASIK PUTRI PUYU,494
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,TEBING TINGGI,849
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,TEBING TINGGI BARAT,423
"ALPASIRIN, S.I.P., M.I.P.",KEPULAUAN MERANTI,TEBING TINGGI TIMUR,436
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,BINAWIDYA,"3,909"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,BUKIT RAYA,"5,983"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,KULIM,"2,919"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,LIMA PULUH,"2,120"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,MARPOYAN DAMAI,"8,134"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,PAYUNG SEKAKI,"2,826"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,PEKANBARU KOTA,"1,026"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,RUMBAI,"3,196"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,RUMBAI BARAT,800
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,RUMBAI TIMUR,"2,177"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,SAIL,"1,365"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,SENAPELAN,"2,141"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,SUKAJADI,"2,287"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,TENAYAN RAYA,"5,390"
"ARIF EKA SAPUTRA, S.Pi.",KOTA PEKANBARU,TUAHMADANI,"6,628"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,BANGKINANG,612
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,BANGKINANG KOTA,757
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,GUNUNG SAHILAN,515
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KAMPA,"1,565"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KAMPAR,"1,415"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KAMPAR KIRI,"1,823"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KAMPAR KIRI HILIR,475
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KAMPAR KIRI HULU,321
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KAMPAR KIRI TENGAH,570
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KAMPAR UTARA,236
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KOTO KAMPAR HULU,353
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,KUOK,363
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,PERHENTIAN RAJA,768
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,RUMBIO JAYA,380
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,SALO,217
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,SIAK HULU,"2,587"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,TAMBANG,"2,014"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,TAPUNG,"2,278"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,TAPUNG HILIR,"1,341"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,TAPUNG HULU,"1,135"
"ARIF EKA SAPUTRA, S.Pi.",KAMPAR,XIII KOTO KAMPAR,414
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,BATANG CENAKU,"1,577"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,BATANG GANGSAL,713
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,BATANG PERANAP,231
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,KELAYANG,"1,920"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,KUALA CENAKU,477
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,LIRIK,"1,410"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,LUBUK BATU JAYA,584
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,PASIR PENYU,"1,596"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,PERANAP,526
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,RAKIT KULIM,"1,093"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,RENGAT,"2,552"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,RENGAT BARAT,"2,405"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,SIBERIDA,"2,311"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HULU,SUNGAI LALA,283
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,BATANG TUAKA,531
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,CONCONG,140
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,ENOK,502
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,GAUNG,350
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,GAUNG ANAK SERKA,260
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,KATEMAN,"1,648"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,KEMPAS,620
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,KEMUNING,570
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,KERITANG,820
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,KUALA INDRAGIRI,285
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,MANDAH,730
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,PELANGIRAN,573
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,PULAU BURUNG,228
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,RETEH,"1,447"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,SUNGAI BATANG,779
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,TANAH MERAH,332
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,TELUK BELENGKONG,181
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,TEMBILAHAN,"1,199"
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,TEMBILAHAN HULU,950
"ARIF EKA SAPUTRA, S.Pi.",INDRAGIRI HILIR,TEMPULING,"1,262"
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,BAGAN SINEMBAH RAYA,292
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,BAGANSINEMBAH,765
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,BALAI JAYA,257
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,BANGKO,"1,426"
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,BANGKO PUSAKO,186
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,BATU HAMPAR,51
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,KUBU,428
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,KUBU BABUSSALAM,134
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,PASIR LIMAU KAPAS,443
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,PEKAITAN,284
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,PUJUD,"1,092"
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,RANTAU KOPAR,130
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,RIMBA MELINTANG,219
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,SIMPANG KANAN,522
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,SINABOI,80
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,TANAH PUTIH,"1,732"
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,105
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HILIR,TANJUNG MEDAN,227
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,BANGUN PURBA,632
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,BONAI DARUSSALAM,416
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,KABUN,464
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,KEPENUHAN,489
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,KEPENUHAN HULU,360
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,KUNTO DARUSSALAM,979
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,PAGARAN TAPAH DARUSSALAM,409
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,PENDALIAN IV KOTO,257
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,RAMBAH,"1,849"
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,RAMBAH HILIR,343
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,RAMBAH SAMO,280
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,ROKAN IV KOTO,410
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,TAMBUSAI,704
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,TAMBUSAI UTARA,"1,050"
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,TANDUN,469
"ARIF EKA SAPUTRA, S.Pi.",ROKAN HULU,UJUNG BATU,"1,787"
"ARIF EKA SAPUTRA, S.Pi.",KOTA DUMAI,BUKIT KAPUR,"1,118"
"ARIF EKA SAPUTRA, S.Pi.",KOTA DUMAI,DUMAI BARAT,922
"ARIF EKA SAPUTRA, S.Pi.",KOTA DUMAI,DUMAI KOTA,853
"ARIF EKA SAPUTRA, S.Pi.",KOTA DUMAI,DUMAI SELATAN,"1,259"
"ARIF EKA SAPUTRA, S.Pi.",KOTA DUMAI,DUMAI TIMUR,976
"ARIF EKA SAPUTRA, S.Pi.",KOTA DUMAI,MEDANG KAMPAI,537
"ARIF EKA SAPUTRA, S.Pi.",KOTA DUMAI,SUNGAI SEMBILAN,416
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,BANDAR LAKSAMANA,146
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,BANTAN,938
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,BATHIN SOLAPAN,"1,455"
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,BENGKALIS,438
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,BUKIT BATU,568
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,MANDAU,822
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,PINGGIR,530
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,RUPAT,591
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,RUPAT UTARA,338
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,SIAK KECIL,597
"ARIF EKA SAPUTRA, S.Pi.",BENGKALIS,TALANG MUANDAU,185
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,BENAI,180
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,CERENTI,471
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,GUNUNGTOAR,419
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,HULU KUANTAN,398
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,INUMAN,109
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,KUANTAN HILIR,254
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,97
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,KUANTAN MUDIK,"1,035"
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,KUANTAN TENGAH,191
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,LOGAS TANAH DARAT,364
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,PANGEAN,542
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,PUCUK RANTAU,65
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,SENTAJO RAYA,290
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,SINGINGI,915
"ARIF EKA SAPUTRA, S.Pi.",KUANTAN SINGINGI,SINGINGI HILIR,553
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,BANDAR PETALANGAN,650
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,BANDAR SEI KIJANG,399
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,BUNUT,298
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,KERUMUTAN,405
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,KUALA KAMPAR,299
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,LANGGAM,300
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,PANGKALAN KERINCI,"1,463"
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,PANGKALAN KURAS,"1,265"
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,PANGKALAN LESUNG,275
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,PELALAWAN,499
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,TELUK MERANTI,387
"ARIF EKA SAPUTRA, S.Pi.",PELALAWAN,UKUI,502
"ARIF EKA SAPUTRA, S.Pi.",SIAK,BUNGA RAYA,25
"ARIF EKA SAPUTRA, S.Pi.",SIAK,DAYUN,480
"ARIF EKA SAPUTRA, S.Pi.",SIAK,KANDIS,267
"ARIF EKA SAPUTRA, S.Pi.",SIAK,KERINCI KANAN,444
"ARIF EKA SAPUTRA, S.Pi.",SIAK,KOTO GASIB,61
"ARIF EKA SAPUTRA, S.Pi.",SIAK,LUBUK DALAM,458
"ARIF EKA SAPUTRA, S.Pi.",SIAK,MEMPURA,175
"ARIF EKA SAPUTRA, S.Pi.",SIAK,MINAS,"1,081"
"ARIF EKA SAPUTRA, S.Pi.",SIAK,PUSAKO,39
"ARIF EKA SAPUTRA, S.Pi.",SIAK,SABAK AUH,53
"ARIF EKA SAPUTRA, S.Pi.",SIAK,SIAK,598
"ARIF EKA SAPUTRA, S.Pi.",SIAK,SUNGAI APIT,362
"ARIF EKA SAPUTRA, S.Pi.",SIAK,SUNGAI MANDAU,106
"ARIF EKA SAPUTRA, S.Pi.",SIAK,TUALANG,461
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,MERBAU,379
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,PULAUMERBAU,481
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,RANGSANG,474
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,RANGSANG BARAT,657
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,RANGSANG PESISIR,369
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,TASIK PUTRI PUYU,735
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,TEBING TINGGI,"1,593"
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,TEBING TINGGI BARAT,540
"ARIF EKA SAPUTRA, S.Pi.",KEPULAUAN MERANTI,TEBING TINGGI TIMUR,668
"BENSON SINAGA, S.E.",KOTA PEKANBARU,BINAWIDYA,501
"BENSON SINAGA, S.E.",KOTA PEKANBARU,BUKIT RAYA,386
"BENSON SINAGA, S.E.",KOTA PEKANBARU,KULIM,320
"BENSON SINAGA, S.E.",KOTA PEKANBARU,LIMA PULUH,387
"BENSON SINAGA, S.E.",KOTA PEKANBARU,MARPOYAN DAMAI,515
"BENSON SINAGA, S.E.",KOTA PEKANBARU,PAYUNG SEKAKI,432
"BENSON SINAGA, S.E.",KOTA PEKANBARU,PEKANBARU KOTA,75
"BENSON SINAGA, S.E.",KOTA PEKANBARU,RUMBAI,675
"BENSON SINAGA, S.E.",KOTA PEKANBARU,RUMBAI BARAT,238
"BENSON SINAGA, S.E.",KOTA PEKANBARU,RUMBAI TIMUR,194
"BENSON SINAGA, S.E.",KOTA PEKANBARU,SAIL,87
"BENSON SINAGA, S.E.",KOTA PEKANBARU,SENAPELAN,295
"BENSON SINAGA, S.E.",KOTA PEKANBARU,SUKAJADI,281
"BENSON SINAGA, S.E.",KOTA PEKANBARU,TENAYAN RAYA,815
"BENSON SINAGA, S.E.",KOTA PEKANBARU,TUAHMADANI,596
"BENSON SINAGA, S.E.",KAMPAR,BANGKINANG,122
"BENSON SINAGA, S.E.",KAMPAR,BANGKINANG KOTA,134
"BENSON SINAGA, S.E.",KAMPAR,GUNUNG SAHILAN,330
"BENSON SINAGA, S.E.",KAMPAR,KAMPA,134
"BENSON SINAGA, S.E.",KAMPAR,KAMPAR,224
"BENSON SINAGA, S.E.",KAMPAR,KAMPAR KIRI,309
"BENSON SINAGA, S.E.",KAMPAR,KAMPAR KIRI HILIR,152
"BENSON SINAGA, S.E.",KAMPAR,KAMPAR KIRI HULU,56
"BENSON SINAGA, S.E.",KAMPAR,KAMPAR KIRI TENGAH,176
"BENSON SINAGA, S.E.",KAMPAR,KAMPAR UTARA,35
"BENSON SINAGA, S.E.",KAMPAR,KOTO KAMPAR HULU,326
"BENSON SINAGA, S.E.",KAMPAR,KUOK,155
"BENSON SINAGA, S.E.",KAMPAR,PERHENTIAN RAJA,233
"BENSON SINAGA, S.E.",KAMPAR,RUMBIO JAYA,91
"BENSON SINAGA, S.E.",KAMPAR,SALO,37
"BENSON SINAGA, S.E.",KAMPAR,SIAK HULU,632
"BENSON SINAGA, S.E.",KAMPAR,TAMBANG,255
"BENSON SINAGA, S.E.",KAMPAR,TAPUNG,"1,267"
"BENSON SINAGA, S.E.",KAMPAR,TAPUNG HILIR,968
"BENSON SINAGA, S.E.",KAMPAR,TAPUNG HULU,"1,232"
"BENSON SINAGA, S.E.",KAMPAR,XIII KOTO KAMPAR,130
"BENSON SINAGA, S.E.",INDRAGIRI HULU,BATANG CENAKU,666
"BENSON SINAGA, S.E.",INDRAGIRI HULU,BATANG GANGSAL,634
"BENSON SINAGA, S.E.",INDRAGIRI HULU,BATANG PERANAP,284
"BENSON SINAGA, S.E.",INDRAGIRI HULU,KELAYANG,208
"BENSON SINAGA, S.E.",INDRAGIRI HULU,KUALA CENAKU,149
"BENSON SINAGA, S.E.",INDRAGIRI HULU,LIRIK,303
"BENSON SINAGA, S.E.",INDRAGIRI HULU,LUBUK BATU JAYA,289
"BENSON SINAGA, S.E.",INDRAGIRI HULU,PASIR PENYU,297
"BENSON SINAGA, S.E.",INDRAGIRI HULU,PERANAP,316
"BENSON SINAGA, S.E.",INDRAGIRI HULU,RAKIT KULIM,316
"BENSON SINAGA, S.E.",INDRAGIRI HULU,RENGAT,333
"BENSON SINAGA, S.E.",INDRAGIRI HULU,RENGAT BARAT,496
"BENSON SINAGA, S.E.",INDRAGIRI HULU,SIBERIDA,464
"BENSON SINAGA, S.E.",INDRAGIRI HULU,SUNGAI LALA,104
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,BATANG TUAKA,336
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,CONCONG,94
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,ENOK,374
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,GAUNG,111
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,GAUNG ANAK SERKA,173
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,KATEMAN,402
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,KEMPAS,323
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,KEMUNING,281
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,KERITANG,294
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,KUALA INDRAGIRI,330
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,MANDAH,366
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,PELANGIRAN,297
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,PULAU BURUNG,153
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,RETEH,161
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,SUNGAI BATANG,89
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,TANAH MERAH,284
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,TELUK BELENGKONG,120
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,TEMBILAHAN,398
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,TEMBILAHAN HULU,379
"BENSON SINAGA, S.E.",INDRAGIRI HILIR,TEMPULING,578
"BENSON SINAGA, S.E.",ROKAN HILIR,BAGAN SINEMBAH RAYA,117
"BENSON SINAGA, S.E.",ROKAN HILIR,BAGANSINEMBAH,663
"BENSON SINAGA, S.E.",ROKAN HILIR,BALAI JAYA,180
"BENSON SINAGA, S.E.",ROKAN HILIR,BANGKO,259
"BENSON SINAGA, S.E.",ROKAN HILIR,BANGKO PUSAKO,153
"BENSON SINAGA, S.E.",ROKAN HILIR,BATU HAMPAR,20
"BENSON SINAGA, S.E.",ROKAN HILIR,KUBU,113
"BENSON SINAGA, S.E.",ROKAN HILIR,KUBU BABUSSALAM,46
"BENSON SINAGA, S.E.",ROKAN HILIR,PASIR LIMAU KAPAS,191
"BENSON SINAGA, S.E.",ROKAN HILIR,PEKAITAN,97
"BENSON SINAGA, S.E.",ROKAN HILIR,PUJUD,396
"BENSON SINAGA, S.E.",ROKAN HILIR,RANTAU KOPAR,11
"BENSON SINAGA, S.E.",ROKAN HILIR,RIMBA MELINTANG,114
"BENSON SINAGA, S.E.",ROKAN HILIR,SIMPANG KANAN,306
"BENSON SINAGA, S.E.",ROKAN HILIR,SINABOI,89
"BENSON SINAGA, S.E.",ROKAN HILIR,TANAH PUTIH,669
"BENSON SINAGA, S.E.",ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,20
"BENSON SINAGA, S.E.",ROKAN HILIR,TANJUNG MEDAN,155
"BENSON SINAGA, S.E.",ROKAN HULU,BANGUN PURBA,94
"BENSON SINAGA, S.E.",ROKAN HULU,BONAI DARUSSALAM,476
"BENSON SINAGA, S.E.",ROKAN HULU,KABUN,258
"BENSON SINAGA, S.E.",ROKAN HULU,KEPENUHAN,315
"BENSON SINAGA, S.E.",ROKAN HULU,KEPENUHAN HULU,239
"BENSON SINAGA, S.E.",ROKAN HULU,KUNTO DARUSSALAM,670
"BENSON SINAGA, S.E.",ROKAN HULU,PAGARAN TAPAH DARUSSALAM,142
"BENSON SINAGA, S.E.",ROKAN HULU,PENDALIAN IV KOTO,162
"BENSON SINAGA, S.E.",ROKAN HULU,RAMBAH,234
"BENSON SINAGA, S.E.",ROKAN HULU,RAMBAH HILIR,136
"BENSON SINAGA, S.E.",ROKAN HULU,RAMBAH SAMO,76
"BENSON SINAGA, S.E.",ROKAN HULU,ROKAN IV KOTO,169
"BENSON SINAGA, S.E.",ROKAN HULU,TAMBUSAI,814
"BENSON SINAGA, S.E.",ROKAN HULU,TAMBUSAI UTARA,535
"BENSON SINAGA, S.E.",ROKAN HULU,TANDUN,349
"BENSON SINAGA, S.E.",ROKAN HULU,UJUNG BATU,574
